0.1, 0
-1.85676e-16, 0.1
0, 1
1, 1
1, 0
0.0995531, 0.0094432
0.0982165, 0.018802
0.0960021, 0.0279928
0.0929297, 0.0369333
0.0890267, 0.0455438
0.0842375, 0.0538892
0.0781972, 0.0623314
0.0707107, 0.0707107
0.0623314, 0.0781972
0.0538892, 0.0842375
0.0455438, 0.0890267
0.0369333, 0.0929297
0.0279928, 0.0960021
0.018802, 0.0982165
0.0094432, 0.0995531
0, 0.951397
0, 0.902793
0, 0.85419
0, 0.805586
0, 0.756983
0, 0.70838
0, 0.659776
0, 0.611173
0, 0.563788
0, 0.520222
0, 0.480263
0, 0.443612
0, 0.409995
0, 0.379161
0, 0.350878
0, 0.324938
0, 0.301144
0, 0.27932
0, 0.259303
0, 0.240942
0, 0.224101
0, 0.208655
0, 0.194487
0, 0.181492
0, 0.169573
0, 0.15864
0, 0.148603
0, 0.138883
0, 0.129162
0, 0.119441
0, 0.109721
0.95, 1
0.9, 1
0.85, 1
0.8, 1
0.75, 1
0.7, 1
0.65, 1
0.6, 1
0.55, 1
0.5, 1
0.45, 1
0.4, 1
0.35, 1
0.3, 1
0.25, 1
0.2, 1
0.15, 1
0.1, 1
0.05, 1
1, 0.05
1, 0.1
1, 0.15
1, 0.2
1, 0.25
1, 0.3
1, 0.35
1, 0.4
1, 0.45
1, 0.5
1, 0.55
1, 0.6
1, 0.65
1, 0.7
1, 0.75
1, 0.8
1, 0.85
1, 0.9
1, 0.95
0.109721, 0
0.119441, 0
0.129162, 0
0.138883, 0
0.148603, 0
0.15864, 0
0.169573, 0
0.181492, 0
0.194487, 0
0.208655, 0
0.224101, 0
0.240942, 0
0.259303, 0
0.27932, 0
0.301144, 0
0.324938, 0
0.350878, 0
0.379161, 0
0.409995, 0
0.443612, 0
0.480263, 0
0.520222, 0
0.563788, 0
0.611173, 0
0.659776, 0
0.70838, 0
0.756983, 0
0.805586, 0
0.85419, 0
0.902793, 0
0.951397, 0
0.0735746, 0.0811136
0.250249, 0.0139205
0.0164149, 0.250515
0.36577, 0.0202585
0.0331732, 0.500243
0.499353, 0.0357267
0.0207769, 0.337322
0.187989, 0.0107883
0.472254, 0.957661
0.95471, 0.478372
0.0112201, 0.187928
0.0941717, 0.0542449
0.676984, 0.959582
0.0384128, 0.67694
0.682893, 0.038621
0.0447807, 0.098526
0.951745, 0.682292
0.00855506, 0.153622
0.323134, 0.959929
0.960061, 0.321948
0.154103, 0.00808103
0.103578, 0.0352363
0.172785, 0.95771
0.947229, 0.173631
0.953017, 0.821101
0.0253101, 0.107002
0.0377335, 0.587099
0.587973, 0.0386918
0.0254205, 0.393666
0.425182, 0.029409
0.0181179, 0.290232
0.290344, 0.0169291
0.216439, 0.0122352
0.0150255, 0.216444
0.821161, 0.956904
0.042748, 0.829962
0.830969, 0.0443073
0.575, 0.956699
0.952186, 0.574109
0.132672, 0.00804544
0.007774, 0.134321
0.106436, 0.0141444
0.0770218, 0.957954
0.959373, 0.0734606
0.95776, 0.925079
0.00841836, 0.114581
0.0646767, 0.0890526
0.0757867, 0.093186
0.084822, 0.0844235
0.0882006, 0.0967191
0.0784144, 0.105619
0.0907777, 0.109226
0.101204, 0.100294
0.104016, 0.113793
0.115091, 0.103867
0.118023, 0.118613
0.129783, 0.1082
0.132782, 0.123818
0.14461, 0.113102
0.148422, 0.129338
0.136166, 0.139846
0.152864, 0.146726
0.167684, 0.135111
0.170609, 0.15404
0.156267, 0.16629
0.175032, 0.173035
0.190346, 0.159962
0.195405, 0.180236
0.210919, 0.16537
0.216811, 0.187594
0.199404, 0.203623
0.223779, 0.211569
0.203852, 0.229083
0.229391, 0.238223
0.250464, 0.219138
0.256625, 0.247343
0.234499, 0.266789
0.262739, 0.276687
0.285519, 0.256149
0.292234, 0.286721
0.314131, 0.265602
0.321081, 0.297454
0.29841, 0.318147
0.329848, 0.330009
0.356277, 0.30227
0.363353, 0.340004
0.337074, 0.363977
0.37072, 0.375453
0.402046, 0.347214
0.406047, 0.386866
0.377263, 0.412173
0.413711, 0.423899
0.441906, 0.398562
0.450581, 0.435831
0.38494, 0.449379
0.479153, 0.409253
0.488161, 0.447749
0.517475, 0.420623
0.526507, 0.459903
0.496638, 0.487281
0.535692, 0.499877
0.505069, 0.527714
0.544889, 0.54051
0.556485, 0.432272
0.513775, 0.569085
0.554365, 0.582071
0.0810869, 0.117878
0.546978, 0.392172
0.586778, 0.40405
0.577014, 0.363011
0.522669, 0.610993
0.563801, 0.624412
0.595925, 0.594794
0.605631, 0.637901
0.481717, 0.597748
0.617634, 0.375342
0.490589, 0.640276
0.448619, 0.6266
0.637421, 0.609012
0.648209, 0.651486
0.60783, 0.333997
0.649031, 0.3461
0.658876, 0.388367
0.457929, 0.669893
0.415327, 0.655994
0.141412, 0.0976427
0.567058, 0.321733
0.597724, 0.29267
0.557086, 0.280603
0.615004, 0.681852
0.658347, 0.695555
0.679971, 0.622788
0.424816, 0.699993
0.382041, 0.686012
0.691166, 0.358356
0.701043, 0.401965
0.372616, 0.64193
0.339231, 0.671907
0.330106, 0.627686
0.296483, 0.65748
0.287944, 0.613547
0.305444, 0.70227
0.587757, 0.25143
0.547344, 0.240017
0.625537, 0.726185
0.668591, 0.740325
0.733995, 0.371502
0.723752, 0.327388
0.743983, 0.415559
0.262122, 0.687529
0.271165, 0.732892
0.203074, 0.142432
0.229323, 0.151269
0.222505, 0.127487
0.243922, 0.133734
0.236387, 0.108871
0.260277, 0.117556
0.213439, 0.106547
0.391536, 0.730519
0.434766, 0.74452
0.266351, 0.13989
0.283805, 0.123735
0.289504, 0.14962
0.308829, 0.130309
0.702564, 0.709064
0.712624, 0.754635
0.747424, 0.722676
0.757628, 0.769123
0.314982, 0.158303
0.335971, 0.137128
0.343133, 0.166277
0.365661, 0.143649
0.373024, 0.175576
0.397481, 0.151483
0.405341, 0.185788
0.430717, 0.161005
0.595169, 0.445485
0.347902, 0.437247
0.239654, 0.296821
0.210712, 0.286822
0.216044, 0.317296
0.186261, 0.307302
0.192179, 0.337889
0.16305, 0.326772
0.168133, 0.35818
0.157268, 0.298111
0.198877, 0.369836
0.173554, 0.391829
0.206034, 0.403559
0.178887, 0.426631
0.212995, 0.439028
0.184197, 0.463785
0.178922, 0.220072
0.106199, 0.127917
0.227587, 0.718863
0.221347, 0.672389
0.2363, 0.764241
0.400943, 0.775571
0.135467, 0.316145
0.130129, 0.289442
0.638703, 0.771364
0.577673, 0.210384
0.61896, 0.222096
0.767146, 0.340549
0.756821, 0.295812
0.254711, 0.0967364
0.444915, 0.789731
0.710333, 0.446289
0.753752, 0.460405
0.787805, 0.42912
0.797921, 0.474237
0.220262, 0.476255
0.191053, 0.50167
0.515596, 0.269239
0.354567, 0.474227
0.299555, 0.1064
0.155764, 0.102168
0.152073, 0.0872135
0.137421, 0.081642
0.148826, 0.0732155
0.16237, 0.0770481
0.15869, 0.0638411
0.172197, 0.0673028
0.146174, 0.0601651
0.155262, 0.0513151
0.143044, 0.0482726
0.134816, 0.0563752
0.146145, 0.414394
0.19223, 0.749987
0.793229, 0.736425
0.782351, 0.689708
0.803594, 0.783374
0.767764, 0.816112
0.109503, 0.306652
0.10547, 0.280825
0.60981, 0.181198
0.650595, 0.192354
0.568288, 0.172236
0.41047, 0.821268
0.200917, 0.795523
0.245788, 0.810342
0.801035, 0.30911
0.790459, 0.26379
0.113844, 0.333753
0.438769, 0.583332
0.478879, 0.758476
0.489292, 0.80377
0.763475, 0.505659
0.807989, 0.519711
0.13224, 0.0451406
0.124203, 0.264561
0.101719, 0.256769
0.118374, 0.241678
0.0979995, 0.234652
0.112481, 0.220886
0.0932986, 0.21481
0.0792048, 0.227371
0.0755523, 0.20881
0.0890107, 0.196853
0.0725696, 0.191499
0.0855168, 0.179995
0.0702891, 0.175283
0.058369, 0.185133
0.0566586, 0.169709
0.0671829, 0.161011
0.0537875, 0.157016
0.0442724, 0.164662
0.042112, 0.152931
0.0510294, 0.145261
0.0400196, 0.141464
0.0478529, 0.134303
0.101529, 0.185117
0.154105, 0.488336
0.160947, 0.527376
0.625987, 0.569887
0.35839, 0.113455
0.24095, 0.413363
0.139961, 0.0375139
0.176173, 0.0812168
0.18655, 0.0707487
0.182351, 0.0566619
0.196993, 0.0600129
0.834292, 0.277589
0.824424, 0.231415
0.779967, 0.217795
0.813653, 0.185279
0.768772, 0.17173
0.0814699, 0.269575
0.839874, 0.749731
0.129869, 0.0347847
0.0614079, 0.220487
0.814178, 0.830706
0.124066, 0.0526918
0.832253, 0.442751
0.4218, 0.126371
0.456391, 0.13588
0.470596, 0.371965
0.228227, 0.514825
0.439563, 0.195776
0.413192, 0.220688
0.0380155, 0.130872
0.77334, 0.551099
0.817987, 0.565418
0.320713, 0.584691
